title,category,text
メキシコ首脳 米に祝福控える,国際,メキシコ市 8日 ロイター  メキシコのロペスオブラドール大統領は7日米大統領選について法的に決着するまで待つとしバイデン前米副大統領への祝福を控えたこれを受けて米民主党のヒスパニック系議員らから失望の声が出ているロペスオブラドール氏は7日の会見で全ての法的懸案事項が解決するまで米大統領選の結果についてコメントを控えると述べたトランプ米大統領との摩擦を避けるためとみられるロペスオブラドール氏はどちらか一方の候補者を祝福することはできない選挙のプロセスが終わるまで待ちたいと説明したこれを受けて米下院外交委員会小委員会のトップで民主党のワキーンカストロ議員はツイッターに驚くほどの外交的失敗だと投稿アリゾナ州上院のマルティンケサダ議員も失望の域を超えていると批判した
大谷翔平 投手復帰の苦悩吐露,スポーツ,2年ぶりの投手復帰はわずか2先発にとどまった反省もなかなか出来なかった エンゼルスの大谷翔平投手がFullCount編集部のインタビューに応じ来季の投手復活へ燃える思いを告白した18年10月に右肘のトミージョン手術を受け7月26日同27日の敵地アスレチックス戦で693日ぶりに投手復帰8月3日同4日に右屈曲回内筋群の損傷と診断されて打者に専念したわずか2試合登板0勝1敗防御率3780と不本意な成績に終わった現在は米国でリハビリに励む大谷は今季の苦闘の日々を吐露投球フォームを見直していることも明かした――60試合制の短いシーズンだった今季を振り返ってポストシーズンにもあと一歩で行けなかったので個人的にもそうですけど悔しかったなと思います――開幕前のマイナーで調整する機会もなかったやはりきつかったかどうですかねなかったものは仕方ないのでやっている時に不満はなかったです――右前腕筋負傷後はノースローシーズン終了後どのようなリハビリを行っているか投げ始めて34週間というところです今日5日は120フィート約37メートルを投げました強度はそれなりに7580マイル約1207キロ約1288キロぐらいですね順調に来ていると思います――今季終了時に不安なくしっかり投げられるというのが最低条件と話していた今季は投球数自体も少なかったが手応えの1球はあったか手応えのある球は1球もなかったですかね全体的にあんまり投げ心地も良くなかったですし打たれた原因が自分の投げ心地の悪さだったり出来の悪さだったと思うもちろん自信を持って投げた球を打たれたならどこが悪かった何が良かったはあると思うんですけど根本的に投げ心地が良くないと反省もなかなか出来ない今年に限って言えばそういう感じの2試合だった――肘の手術を受け昨オフは投球フォームについて右腕のルートを変えると話していたこのオフも変更をしているのかフォーム変更はずっとやってはきてますねもっと効率よく投げたいなという感じですかね腕もそうですし軸足もそうですタイミングとか使い方とか細かいところからやっています――今までの引き出しにあるものから探っていくのか一から作っていく感じか壊すということはないですもちろん自分の特長を活かしながら打撃も投球もデザインしていく必要があると思っています今までやってきた練習の中で自分はどういう傾向があるのかどういう持ち味がある投手なのかをしっかり理解してそこをデザインしていく感じですかね
不同意性交は犯罪に 学術会議,国内, 刑法の性犯罪規定について専門家で構成される日本学術会議の三つの分科会は現行法の問題点を指摘し国際的な人権基準を反映した法改正を求める提言をまとめた法改正を巡っては法務省の検討会で10日から個別の規定について具体的な議論が始まる各国と同様同意のない性交自体を犯罪化する規定に変えるべきだとした提言は影響を与えそうだ 刑法の性犯罪規定は2017年に改正され厳罰化されたがその後も無罪判決が相次ぎさらなる改正を求める声が上がっている特に暴行や脅迫がないと強制性交罪が成立しない暴行脅迫要件の是非が注目されている
大谷翔平 今季は悔しかった,スポーツ,2年ぶりの投手復帰はわずか2先発にとどまった反省もなかなか出来なかった エンゼルスの大谷翔平投手がFullCount編集部のインタビューに応じ来季の投手復活へ燃える思いを告白した18年10月に右肘のトミージョン手術を受け7月26日同27日の敵地アスレチックス戦で693日ぶりに投手復帰8月3日同4日に右屈曲回内筋群の損傷と診断されて打者に専念したわずか2試合登板0勝1敗防御率3780と不本意な成績に終わった現在は米国でリハビリに励む大谷は今季の苦闘の日々を吐露投球フォームを見直していることも明かした――60試合制の短いシーズンだった今季を振り返ってポストシーズンにもあと一歩で行けなかったので個人的にもそうですけど悔しかったなと思います――開幕前のマイナーで調整する機会もなかったやはりきつかったかどうですかねなかったものは仕方ないのでやっている時に不満はなかったです――右前腕筋負傷後はノースローシーズン終了後どのようなリハビリを行っているか投げ始めて34週間というところです今日5日は120フィート約37メートルを投げました強度はそれなりに7580マイル約1207キロ約1288キロぐらいですね順調に来ていると思います――今季終了時に不安なくしっかり投げられるというのが最低条件と話していた今季は投球数自体も少なかったが手応えの1球はあったか手応えのある球は1球もなかったですかね全体的にあんまり投げ心地も良くなかったですし打たれた原因が自分の投げ心地の悪さだったり出来の悪さだったと思うもちろん自信を持って投げた球を打たれたならどこが悪かった何が良かったはあると思うんですけど根本的に投げ心地が良くないと反省もなかなか出来ない今年に限って言えばそういう感じの2試合だった――肘の手術を受け昨オフは投球フォームについて右腕のルートを変えると話していたこのオフも変更をしているのかフォーム変更はずっとやってはきてますねもっと効率よく投げたいなという感じですかね腕もそうですし軸足もそうですタイミングとか使い方とか細かいところからやっています――今までの引き出しにあるものから探っていくのか一から作っていく感じか壊すということはないですもちろん自分の特長を活かしながら打撃も投球もデザインしていく必要があると思っています今までやってきた練習の中で自分はどういう傾向があるのかどういう持ち味がある投手なのかをしっかり理解してそこをデザインしていく感じですかね
SBG純利益1.9兆円 前年4.5倍,経済, ソフトバンクグループSBGが9日発表した2020年9月中間連結決算国際会計基準は純利益が前年同期の45倍となる1兆8832億円となった中間期としては過去最高益米携帯電話大手TモバイルUS株式の売却や投資先のデジタル企業の株価上昇が貢献し前年同期から大幅な増益となった 新型コロナウイルス危機ではリモートワークの普及などデジタル関連の需要が急増しておりこうした企業の価値向上がSBGの利益を押し上げた格好79月期の純利益は6274億円となり米携帯事業売却に伴う一時益で膨らんだ46月期1兆2557億円からは減少した 孫正義会長兼社長は9日の決算説明会で人工知能AI革命への投資会社になると強調今後は自動運転を含むAI技術投資に注力する考えを示した 
トランプ氏 選挙結果否定せず,国際,CNN 米大統領選でトランプ大統領が結果の受け入れを拒んでいることについて身内で分裂が生じつつある娘の夫で上級顧問のジャレッドクシュナー氏や妻のメラニア氏がバイデン氏の勝利を受け入れるよう促したのに対し息子たちは戦いの継続を求める姿勢を強めている関係者2人がCNNに語ったところによるとクシュナー氏はトランプ大統領に対して譲歩するよう助言した事情に詳しい別の関係者によればメラニア氏は夫に対し選挙の敗北を受け入れるべき時だと告げたという一方息子のドナルドジュニア氏とエリック氏は戦いを続けるよう関係者に呼びかけておりCNNなどの報道機関が7日にバイデン氏の当確を出した後も共和党関係者や支持者に対して公に結果の受け入れを拒むよう促したトランプ大統領は公には選挙結果の受け入れを拒んでいるが複数の関係者がCNNに語ったところによると私的な場では選挙結果を否定していないというトランプ陣営のジェイソンミラー報道官は8日午前のツイートでクシュナー氏がトランプ大統領に譲歩を求めたというCNNの報道についてこの記事は真実ではないと否定したジャレッドはトランプ大統領に対し正確性を確保するためあらゆる法的措置を取るよう助言したとしている事情に詳しい関係者によれば息子のエリック氏は支持者らに対し選挙が我々から盗まれたと語り結果を覆すために戦うと表明した兄のドナルドジュニア氏は上院議員や知事などに対しトランプ大統領支持の声明を発表するよう訴える活動を展開している
日立 年始8日まで休暇対象に,経済, 日立製作所は9日年末年始の休暇の分散取得などを求める政府の方針を受け12月28日来年1月8日までを対象期間とし有休取得を促すと発表した通常は12月30日から1月3日まで グループ会社の社員を含む約15万人が対象で社内の年末年始行事や不要不急の会議の開催を避け休暇を取得しやすい環境を整える勤務をする場合でも引き続き在宅での業務を認める 来年は1月4日が月曜日のため年末年始の休暇が例年より短い政府は新型コロナウイルス感染症対策の一環として三が日に人出が集中しないよう休暇取得の分散や延長に関し経団連などに対応を求めている
RCEP大筋合意へ 交渉大詰め,国内, 日本と中国韓国東南アジア諸国連合ASEAN加盟国など15カ国が東アジア地域包括的経済連携RCEP交渉の閣僚会合を11日にも開くことが9日分かった 閣僚レベルで関税撤廃などの大詰めの交渉に臨み15日の首脳会合で協定に署名したい考え交渉関係者によると自動車部品の関税の扱いも協定に含める方向で協議が進んでいる 交渉離脱を表明したインドは欠席の見通し15カ国の閣僚は関税撤廃など難航分野を政治的に打開できればインドを除いた形で先行合意を表明する合意すれば日本が中韓両国と初めて結ぶ自由貿易協定になる RCEPはアジア広域で関税を撤廃削減し電子商取引などの経済ルールを整備するのが狙いタイやインドネシアなど東南アジアではトヨタ自動車をはじめ日本の自動車各社が高い市場シェアを持つ部品調達や輸出入で自由化が進めば日系メーカーには追い風になりそうだ閣僚会合はテレビ会議形式で実施する 
ロッテ 大谷智久に戦力外通告,スポーツ, ロッテは9日大谷智久投手35に対し来季契約を更新しないことを通知したと発表した トヨタ自動車から09年のドラフト会議で2位指名を受けて入団し通算11年間で20勝120ホールドをマークするなどセットアッパーとして活躍したが昨季はわずか2試合今季は1軍登板なしに終わった本人は現役続行を希望している 報徳学園時代には02年センバツで優勝投手となり早大でも東京六大学リーグで通算18勝をマークするなどアマチュア時代から注目を集める右腕だった
西武 20～30分終電繰り上げへ,経済, 西武鉄道は2020年11月9日月終電の繰り上げを中心としたダイヤ改正を2021年春に実施すると発表しました 実施路線は山口線と多摩川線を除く全線です主要路線の終電を上下線とも概ね2030分繰り上げます 西武鉄道が検討している終電繰り上げの時刻は次のとおり●池袋線池袋駅の平日下り飯能行現行0時09分発→改正後23時52分発小手指行0時44分発→0時14分発保谷行0時45分発→0時18分発●新宿線高田馬場駅の平日下り本川越行拝島行きに接続0時01分発→23時46分発新所沢行0時47分発→0時18分発上石神井行0時50分発→0時20分発 平日下りのほか上りや土休日も終電時刻が変更される予定です一方で初電の繰り下げは計画されていませんなお時刻は検討中であり今後変わる場合があるといいます詳細は2021年1月頃に発表される予定です 西武鉄道によると終電繰り上げの目的や背景として現在23時間程度しかない夜間作業時間の拡大や新型コロナウイルス感染拡大の影響で特に深夜の利用が減っていることを挙げています深夜の利用に関してはコロナ前の2019年11月と比較すると直近2020年10月12週の23時以降の利用者は56割程度にまで減っているということです乗りものニュース編集部
北海道 最多の200人感染,地域, 9日北海道の新型コロナウイルスの新たな感染確認は最多の200人に上りましたこのうち札幌市も最多の158人に上り札幌だけで東京の感染確認を上回りました 札幌で100人を超えるのは7日の142人に次ぐ2度目です こうした感染拡大に歯止めをかけるため北海道と札幌市は繁華街ススキノで今月27日まで店の種類によって営業時間と酒の提供時間の短縮を要請していますが効果が出るまでは時間がかかるとみられます 加藤官房長官は政府の分科会で感染者の急増を示すステージ3と判断された場合には観光支援事業であるGo To トラベルから北海道の除外も検討する考えを示しました 北海道放送株
終値 514円高の2万4839円,経済,12 週明け9日の東京株式市場の日経平均株価終値は前週末比514円61銭高の2万4839円84銭となりバブル経済崩壊後の1991年11月5日以来約29年ぶりの高値を付けたバブル後最高値の更新は2営業日連続となった取引時間中の高値も2万4962円80銭と29年ぶりの水準となった米大統領選で民主党候補のバイデン前副大統領が勝利を確実にし市場に安心感が広がった 6月以来となる5営業日続伸となり5日間で計1862円71銭上昇した9日の上げ幅は午後に一時600円を超える場面があった東証株価指数TOPIXは2341ポイント高の168190
ハリス氏 「白スーツ」の意味,国際,2020年のアメリカ大統領選で民主党のジョーバイデン氏が勝利を確実にしアメリカで初となる女性副大統領の座につく見通しとなったカマラハリス氏現地時間11月7日夜の勝利演説にはクリームがかった白いパンツスーツで臨んだ実は白はアメリカにおいて女性の政治参加を象徴する重要な色だハリス氏は演説で私は最初の女性副大統領かもしれませんが最後ではありませんと断言今夜この瞬間を見ているすべての小さな女の子たちはここが可能性に満ちた国であることを知ったからですと女性の政治参加を強く意識したメッセージを送ったあの人も白いスーツを着ていたガーディアンによると20世紀初頭アメリカで女性の政治進出を訴える運動が起きた際のシンボルカラーが白だったというくしくも2020年はアメリカで女性が参政権を獲得して100周年だこれまでも女性政治家たちは白い服を着ることでメッセージを送ってきたUSA TODAYによるとヒラリークリントン氏は2016年に大統領候補に選ばれた際白いパンツスーツを着用また1984年にアメリカの主要政党で初めて女性の副大統領候補となったジェラルディンフェラーロ氏も指名を受ける際に白い服を着ていた2019年2月にはアメリカの女性下院議員らがトランプ大統領の一般教書演説の際に白を着用呼び掛けた民主党のロイスフランケル下院議員は私たちは前の世代を敬い彼女たちが苦労して勝ち取った権利を守るために団結するのですと述べているNodoka Konishi
東京都 新たに157人が感染,国内,CopyrightC Japan News Network All rights reserved 新型コロナウイルスについて東京都は9日新たに157人の感染を発表しました月曜日に150人を超えるのはおよそ3か月ぶりです 東京都が9日発表した感染者は157人で主に週末の検査結果が反映され感染発表が少ない傾向にある月曜日としては8月17日以来およそ3か月ぶりに150人を上回りました  また週平均の感染者数は先月末には151人でしたが8日はおよそ2か月ぶりに1日当たり200人を上回り9日時点では2117人にのぼっています  専門家による東京都のモニタリング会議は今週木曜日に予定されていて現在9週連続で上から2番目に据え置かれている都の感染状況の警戒レベルが引き上げられるかどうかが焦点となります09日1630
TV未設置は届け不要 NHK修正,経済, NHKは9日の総務省の有識者会議でテレビ設置の届け出義務化に関する要望を修正しテレビのない人にまで未設置であることの届け出は求めないとの考えを示したただテレビを設置した場合の届け出は引き続き義務化を求める
トランプ氏 抗議集会を計画,国際,ウィルミントン米デラウェア州ワシントン 8日 ロイター  トランプ米大統領は大接戦となった大統領選挙の結果に抗議する集会を計画しているトランプ陣営の広報担当者ティムマータフ氏が8日明らかにしたマータフ氏によるとトランプ氏は選挙の結果に異議を唱える法廷闘争への支持を集めるため相次いで集会を開く方針トランプ氏は複数の州で票の再集計を求めるためのチームも発表した同陣営が根拠を示さずに指摘している不正投票については既に死亡している人が選挙で投票したと主張しこうした人々の死亡記事を根拠として示す考えというマータフ氏は集会の日程には言及しなかった
リレー方式の客引き 初の逮捕,国内, 警視庁生活安全特別捜査隊は9日2245歳の東京池袋のキャバクラ店の男性従業員4人を東京都ぼったくり条例違反客引き行為を用いた営業の禁止容疑で逮捕したと発表した警察の摘発を逃れるために路上にいる客引きが直接店に案内しないリレー方式で連絡を受けた店舗前の従業員が客引き行為の客を店に入れたとして逮捕されるのは全国初という 逮捕容疑は6月と8月路上にいた客引き2人都迷惑防止条例違反客引き行為の禁止容疑で逮捕が案内した客を東京都豊島区のキャバクラ店に入店させたとしている 同隊によると4容疑者はキャバクラ店が入るビル内で路上にいる客引きから連絡を受け店に客を案内していた4容疑者は容疑を認めているが客引きから紹介されていないことにすれば取り締まりを受けないと聞いていたなどと供述している 各地の条例では客引き行為と同様に違法な客引きの紹介を受けて客を店に立ち入らせる行為を禁止しているがビル内で連絡を受ける従業員は路上の客引きに紹介されていない来た客を案内しただけなどと言い逃れしていた同隊は捜査員が実際に客として入店するなどして路上の客引きとビル内にいる従業員が頻繁に連絡を取り合っていることを確認し立件したという柿崎誠
歌舞伎町 ゲーマーの聖地に幕,国内, 東京都新宿区の繁華街歌舞伎町にある大型ゲームセンター新宿プレイランドカーニバルが今月29日で閉店すると公式サイトなどで9日発表された閉店は新型コロナウイルスの影響だとしている 新宿プレイランドカーニバルは旧新宿コマ劇場前広場に面したヒューマックスパビリオン新宿歌舞伎町の12階にあり公式サイトによるとTVゲーム約160台大型プライズゲーム約120台メダル席数は約100席ゲーマーの聖地とも言われた
大阪駅前 ど根性大根抜かれる,国内,大阪駅前の道に生え11月第1週目に話題になったど根性大根が11月8日夜までに何者かによって引き抜かれました引き抜かれた大根の穴にはワケギが残されていましたBuzzFeed Japan  冨田すみれ子 大根は阪神百貨店梅田本店前にある歩道橋のたもとにアスファルトを突き破って生えテレビや新聞でも取り上げられて話題になっていましたBuzzFeed Newsは11月7日午前9時半ごろに阪神百貨店前で大根の写真を撮影し正午ごろに大阪駅前に大根生えると記事を掲載していました生えていた大根は太さ約4cmSNS上でも大阪の新しいフォトスポット元気がもらえるなどと話題になっていました翌日の8日午後7時に大根の様子を見に行ったところ大根は既に引き抜かれていました大根は根こそぎ抜かれ穴には広島 ワケギとラベルがついたワケギが残されていました大根が生えていた歩道橋には8日夜も報道でど根性大根を知り一目見ようと集まった人々がいました大根が引き抜かれていることに気づくと誰がこんなことをひどいせっかく元気をもらおうと思って見にきたのに悲しいと口々に落胆の声をあげました
伊藤健太郎の代役にジャニJr.,エンタメ, 自動車運転処罰法違反と道路交通法違反の疑いで逮捕され10月30日に釈放された俳優伊藤健太郎23が降板した主演舞台両国花錦闘士りょうごくおしゃれりきし12月5日開幕東京明治座ほかの代役をジャニーズJrの原嘉孝25が務めることが9日舞台の公式ホームページで発表された 演じるのは美形でやせ型のナルシシストという“日本一セクシーなお相撲さん”の主人公昇龍原は同舞台に昇龍の兄清史と相撲雑誌の記者藤田クラブDJの3役で出演予定だった 原は急きょ昇龍役を演じることになり正直最初は戸惑いを隠せませんでしたですがカンパニーの全メンバーがより一層一致団結し公演を見に来て下さるお客様に最高な作品をお届けできるよう日々稽古に励んでおりますと報告プレッシャーも当然ありますが自分らしくお芝居を楽しむ気持ちを忘れずに稽古含め約4か月間完走したいと思います今だからこそできるエンターテインメント今だからこそ表現できる僕たちのカンパニーの熱量を劇場で感じていただけたら幸いです千秋楽まで応援のほどよろしくお願いしますとコメントした 新キャストには俳優の木村了32が起用される木村はこの度作演出の青木豪さんより最高に面白そうな作品に誘っていただきお久しぶりの歌ありダンスありのエンターテインメントに戻って参りました誠心誠意表現させていただきますすてきなスタッフキャストの方たちと一緒にできうる限りの力を尽くし脚本段階で面白いこの作品を舞台上で必ず体現させたいと思いますと意気込んだ 原作は198990年にかけてビッグコミックスピリッツで連載された岡野玲子氏の相撲漫画青木豪氏が作演出を担当しデーモン閣下が主題歌を歌う 大阪公演は来年1月5日から新歌舞伎座福岡公演は来年1月17日から博多座で上演される報知新聞社
東京株、一時600円超高,経済, 9日の東京株式市場ではバイデン氏の当選確実を受けて政治空白のリスクが後退したとの見方が広がった日経平均株価は大きく値上がりし上げ幅は前週末終値より一時600円を超えた取引時間中としては先週つけた29年ぶりのバブル崩壊後の最高値を更新した バイデン氏には各国首脳が祝意を示しており米政治の先行き不透明感が後退した経済対策など新政権への期待が具体的になってきているアナリストという日経平均株価の午前の終値は前週末比473円99銭高い2万4799円22銭だった 9日の東京株式市場では大きく値が動いた銘柄がめだった増資計画を発表した日本航空JALは大きく値下がりした米当局が公表した見解をもとにアルツハイマー病の新薬承認が遠のいたと受け止められたエーザイが売られた一方でホンダなど好業績の見通しを発表した銘柄に買いが集まっている 日経平価は前週末6日の終値が2万4325円23銭となり1991年11月以来の高値をつけていた 9日の外国為替市場では円相場は前週末とほぼ横ばいの1ドル103円台前半で取引されている渡辺淳基朝日新聞社
G坂本 亡き友へ届けた553安打,スポーツ, 通算2000安打を達成した巨人坂本勇人内野手31には報告をしたい友がいた青森光星学院現八戸学院光星高時代の同級生で同じ1988年12月14日生まれの柴田耕一郎さん享年28悪性脳腫瘍で2017年5月9日に他界した“球友”の父耕治さん58母三枝子さん56は大阪吹田市内の自宅で偉業達成の瞬間を迎えた取材構成谷川直之 坂本の大台到達を吹田市の自宅で見届けた耕一郎さんの父耕治さんは勇人おめでとうと言いたい耕一郎も喜んでいるんちゃうかなと感慨に浸った耕一郎さんの遺影は東京ドームに駆け付けた弟憲二さんによって背番号6に向けられていた 耕一郎さんは坂本と同じ1988年12月14日生まれ関西から青森光星学院高に野球留学した仲間で2006年の選抜大会でともに甲子園の土を踏んだ年末年始の帰省や巨人の遠征中に食事へ出かけるなど卒業後も交流が続いた ところが運命の歯車は突然狂い出すプロ1年目の07年9月6日の中日戦ナゴヤドームで坂本がプロ初安打を放った頃東北福祉大で外野手としてプレーしていた耕一郎さんは顔面けいれんを頻繁に起こすようになっていた同年10月17日悪性脳腫瘍が発覚した 大学卒業後も岐阜中部学院大茨城明秀学園日立高でコーチを務めた野球が大好きな子でしたから高校時代の恩師の金沢監督やいろいろな方からご縁をいただいて頑張っていましたと母三枝子さん一方で計5度の手術を受けながら病状は悪化していった 長い闘病を支えたのは友の活躍だった入院中の耕一郎さんの日課はスポーツ新聞とテレビでの巨人戦のチェック病室に行ったら勇人調子ええでってうれしそうに言ってくるんですその顔を見るたびに僕ら家族は勇人に感謝していましたと耕治さんは振り返る 発症から9年が過ぎた17年4月9日坂本の姿は大阪府内の病院にあったその10日前耕一郎さんが余命23週間の宣告を受けたことを聞いた坂本は阪神戦甲子園が中止となったことを受け許可をもらってチームを離脱高校の同級生たちとサプライズで病院を訪問したのだ 病室に足を踏み入れると既に話すこともままならなかった耕一郎さんからおぉ 勇人と声が上がった坂本はその左手を両手で握りしめた高橋監督当時阿部村田長野らのサインが入った背番号6のユニホームを渡し一緒に写真を撮ったそれから1カ月後の5月9日耕一郎さんは静かに息を引き取った 翌10日通夜に参列していた同級生の東谷優さんに坂本は東京ドームから電話で告げた 試合があるから行けないみんなに試合の結果を見ておいてと伝えて俺打つから その夜に放った2本塁打は亡き友への手向けお立ち台で目を潤ませた理由を本人は当時も今も明かさないが斎場は涙と拍手に包まれたそして坂本がその通夜で送った弔電はこう締めくくられている お前の分まで野球を頑張るので応援していて耕一郎に出会えて本当に良かった 友が生涯を終えた日までに放った安打は1447本全てが耕一郎さんの力になった坂本も耕一郎さんから力をもらい2000安打の節目にたどり着いた
北海道 感染急増でGoTo除外も,国内, 加藤勝信官房長官は9日の記者会見で新型コロナウイルスの感染者が増加する北海道に対する観光支援事業Go To トラベルの取り扱いに関し新型コロナウイルス感染症対策分科会の感染状況を示す4段階の基準で急増のステージ3相当と判断された場合対象からの除外の要否を検討する考えを明らかにした 加藤氏は分科会はステージ3相当と判断された場合には感染リスクを総合的に考慮して当該都道府県の除外も検討してほしいと提言している政府としてはそうした提言に沿って対応していきたいと述べた
鬼滅興収204億円 国内歴代5位,エンタメ, 10月16日に公開されたアニメ映画劇場版鬼滅の刃無限列車編の最新の興行収入が9日発表された初日から24日間8日までの動員数1537万3943人興行収入204億8361万1650円を記録した歴代興行収入ランキング邦画と洋画含むではハリーポッターと賢者の石2001年の約203億円を超え5位にランクインした興行通信社調べ 同作は公開3日間で興行収入46億円10日間で107億円17日間で157億円公開16日間で動員数1000万人を突破した大ヒット映画公開より10日間での100億円突破は日本で上映された映画の中で最も速い日数で実写作品も含めた歴代の興行収入ランキング1位に輝いている千と千尋の神隠しの308億円興行通信社調べを超えてもおかしくない勢いが続いている また10月30日より公開された台湾では初日から3日間の興行収入で117億台湾ドル約43億円累計動員数約47万人を記録アナと雪の女王2君の名はを超えて台湾におけるアニメ映画の初動興行収入歴代1位を獲得するなど日本国内海外含めてどこまで記録が伸びるのかと世界中で話題となっている 鬼滅の刃は2016年2月から20年5月まで週刊少年ジャンプで連載していた漫画が原作でコミックス累計1億部を突破する人気作大正時代の人喰い鬼の棲む世界が舞台で炭売りの少年炭治郎は人喰い鬼に家族を惨殺されたことで一変し唯一生き残ったが鬼になってしまった妹の禰豆子を人間に戻すため家族を殺した鬼を討つために旅に出るストーリー 昨年4月から9月にかけてテレビアニメが放送され人気に火が付き社会現象化アニメの最終話からつながる今回の劇場版は鬼が乗っ取った“無限列車”を舞台に炭治郎と炎柱煉獄杏寿郎らが鬼と戦うストーリーが展開新しい任務を任された炭治郎たちが煉獄とともに短期間のうちに40名以上の行方不明者を出しているという“無限列車”を捜索する劇場版鬼滅の刃無限列車編興行成績の流れ公開日10月16日公開3日間興行収入46億2311万7450円動員数342万493人公開10日間興行収入107億5423万2550円動員数798万3442人公開17日間興行収入157億9936万5450円動員数1189万1254人公開24日間興行収入204億8361万1650円動員数1537万3943人歴代映画興行収入ランキング興行通信社調べ1千と千尋の神隠し308億円2タイタニック262億円3アナと雪の女王255億円4君の名は2503億円5劇場版鬼滅の刃無限列車編2048億円6ハリーポッターと賢者の石203億円7ハウルの動く城196億円8もののけ姫193億円9踊る大捜査線 THE MOVIE 2 レインボーブリッジを封鎖せよ1735億円10ハリーポッターと秘密の部屋173億円
「敗北説得」報道 陣営が否定,国際, 米大統領選をめぐりトランプ大統領が敗北を認めないなか周囲の意見が分かれ始めているようだCNNによるとトランプ氏の娘婿のクシュナー大統領上級顧問と妻のメラニア氏は落選を受け入れるよう説得しているがトランプ氏の長男と次男は徹底抗戦を続けるべきだとして共和党や支持者らにも同調するよう求めているという トランプ氏は8日前日に続いてワシントン郊外にある自身が所有するゴルフ場でプレーを楽しんだ米メディアによると大統領就任以後で210回目この日も郵便投票に不正があったなどとする主張をツイッターで展開し敗北を認める様子は見せていないトランプ陣営の報道官はCNNの報道を事実ではないと否定し激戦州などで再集計を求めた訴訟を続ける意向を示している 一方共和党のブッシュ元大統領子はバイデン氏に電話をかけて当選を祝った声明ではバイデン氏を政治的な違いはあるが国を率いて団結させる機会を得た好人材だと述べたトランプ氏に対しては選挙戦での健闘をたたえ再集計を求めた法廷闘争を行う権利はあるとしながら今回の大統領選は根本的に公平で結果は明らかだと指摘した各国首脳からもバイデン氏への祝福が続々と寄せられている バイデン氏と民主党は政権移行に向けた公式サイトを本格始動させて次期政権が取り組むべき課題と対策として新型コロナウイルス経済危機人種間の平等気候変動の4本柱だと発表米国の中産階級を立て直し経済回復に導くとしたワシントン野上英文朝日新聞社
抱え込む人助けて 子刺殺の父,地域, 〈人間スクランブル かごしま法廷傍聴記〉 あなたは息子の悪いところばかりを言っているいいところはありませんでしたか精神疾患を抱えた50代の息子を刺し殺したとして殺人の罪に問われた70代の男は検察官から取り調べを受けた際に掛けられた言葉を口にしむせび泣いた 上下スエット姿日頃からジムに通っていたためか実年齢より若くみえ受け答えもしっかりとした印象だった息子なりにいいところもあった取り返しがつかないとの言葉があるが全くその通りだと思うと後悔の念を表した 息子は退職して東京から鹿児島に戻ると引きこもった70代の妻の病院や買い物に付き添い家族3人でDVDを見ることを楽しみにしていた男に誕生日おめでとうとメッセージを送る優しい一面があった ただささいなことで怒り出すことが多く男や妻への暴言や暴力が度重なった親子のいさかいがしばしば警察沙汰になり医療保護入院強制入院を繰り返した 食事中にくちゃくちゃ音を立てないようにします男が息子に無理やり書かされた念書を部屋に貼った様子や日々の反省を記した日記を強要されていたことなど異様ともいえる生活の一端も明らかになった息子は幼い頃男から厳しくしつけられていたといい意趣返しだったのだろうか 証拠として示された近隣住民の調書にほぼ毎日大声でけんかをする声が聞こえてきたいつ事件が起きてもおかしくないと思っていたとあった検察官からたまっていたものが爆発したのではと問われ男は否定しなかった 妻への暴言が事件の引き金になった家を燃やしてやろうか激高し暴れる息子を注意しようとした男が危害を加えられそうになり身を守るために持ち出した脇差し刃渡り約45センチで突発的な犯行に及んだと弁護側は主張した 玄関先から路上まで追い掛けめった刺しにした凄惨せいさんな犯行男には懲役6年の判決が言い渡された殺意が認められ息子から暴行などを受けたことによる過剰防衛も成立しなかった 求刑は同12年だった被害者との生活で苦労を重ね動機に同情すべき面があると情状が考慮された最後に裁判長から絶望せずに刑期を全うし妻との静かな生活に戻ってくださいといった裁判員らのメッセージが読み上げられた 判決から数日後男は面会に訪れた弁護人に控訴しない旨を伝えこう告げたという これまで息子が家庭内で問題を起こす度事件にならないと警察は動けないと言われたでも家族だからこそ事件にしたくないと思う気持ちがある同じように抱え込んでしまう人がいたら助けてあげてほしい
